Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
REST,30
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
Work,10
Rest,3
REST,30
Work,10
Rest,3
Work,10
Rest,3
Work,10
